상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
492,[COOKMASTER] 더미 상품 492 (블루/M),반려동물 > 강아지용품 > 사료,128750,172,색상,블루,사이즈,M,COOKMASTER,COO68604,8893435293595,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,COOKMASTER 제조사,면세,판매중,전시안함,12708933105
495,[NAVYFOX] 더미 상품 495 (그레이/250),패션의류 > 아우터 > 패딩,211300,233,색상,그레이,사이즈,250,NAVYFOX,NAV66427,8868520553908,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,NAVYFOX 제조사,과세,품절,전시중,12708933180
496,[MOON] 더미 상품 496 (그린/L),패션의류 > 아우터 > 패딩,114880,107,색상,그린,사이즈,L,MOON,MOO45235,8845584188560,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,국산,MOON 제조사,과세,판매중,전시중,12708933269
498,[URBANWEAR] 더미 상품 498 (레드/L),패션의류 > 상의 > 티셔츠,211450,269,색상,레드,사이즈,L,URBANWEAR,URB24440,8855016690844,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,URBANWEAR 제조사,과세,품절,전시안함,12708933365
499,[HOMEPLUS] 더미 상품 499 (그린/XL),패션잡화 > 가방 > 크로스백,235540,149,색상,그린,사이즈,XL,HOMEPLUS,HOM39440,8894415506426,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,베트남,HOMEPLUS 제조사,과세,품절,전시중,12708933430
500,[MOON] 더미 상품 500 (블루/XL),패션의류 > 아우터 > 패딩,69960,130,색상,블루,사이즈,XL,MOON,MOO32964,8853600077467,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,MOON 제조사,과세,판매중,전시중,12708933505
501,[DIGIPRO] 더미 상품 501 (그레이/XL),패션의류 > 아우터 > 코트,140970,84,색상,그레이,사이즈,XL,DIGIPRO,DIG76284,8816654782141,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,DIGIPRO 제조사,과세,품절,전시안함,12708933621
502,[MOON] 더미 상품 502 (네이비/S),반려동물 > 강아지용품 > 사료,139950,11,색상,네이비,사이즈,S,MOON,MOO77623,8884475698106,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,미국,MOON 제조사,과세,품절,전시안함,12708933696
503,[DIGIPRO] 더미 상품 503 (레드/L),반려동물 > 강아지용품 > 사료,143390,266,색상,레드,사이즈,L,DIGIPRO,DIG81301,8874075052602,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,DIGIPRO 제조사,과세,판매중,전시안함,12708933780
504,[URBANWEAR] 더미 상품 504 (베이지/270),디지털/가전 > 노트북,23920,9,색상,베이지,사이즈,270,URBANWEAR,URB53714,8867503354739,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,미국,URBANWEAR 제조사,면세,품절,전시중,12708933867
505,[STARLINE] 더미 상품 505 (블루/S),패션잡화 > 신발 > 운동화,140440,265,색상,블루,사이즈,S,STARLINE,STA98931,8857399258067,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,STARLINE 제조사,면세,판매중,전시안함,12708933969
506,[HOMEPLUS] 더미 상품 506 (블루/L),패션의류 > 아우터 > 코트,214290,103,색상,블루,사이즈,L,HOMEPLUS,HOM43724,8889347084707,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,베트남,HOMEPLUS 제조사,과세,판매중,전시안함,12708934049
511,[HOMEPLUS] 더미 상품 511 (블루/270),패션잡화 > 신발 > 운동화,252630,262,색상,블루,사이즈,270,HOMEPLUS,HOM15281,8883463975139,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,HOMEPLUS 제조사,면세,판매중,전시안함,12708934120
514,[MOON] 더미 상품 514 (화이트/FREE),디지털/가전 > 노트북,53840,59,색상,화이트,사이즈,FREE,MOON,MOO28140,8889965775436,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,일본,MOON 제조사,면세,판매중,전시중,12708934216
516,[GREENPET] 더미 상품 516 (그레이/M),패션잡화 > 가방 > 크로스백,255510,107,색상,그레이,사이즈,M,GREENPET,GRE21002,8868603549831,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,GREENPET 제조사,면세,품절,전시중,12708934290
517,[STARLINE] 더미 상품 517 (레드/260),패션잡화 > 가방 > 백팩,15150,32,색상,레드,사이즈,260,STARLINE,STA65570,8856814404983,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,STARLINE 제조사,면세,품절,전시중,12708934370
519,[STARLINE] 더미 상품 519 (그린/250),패션의류 > 아우터 > 코트,76540,248,색상,그린,사이즈,250,STARLINE,STA92642,8846293995976,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,베트남,STARLINE 제조사,과세,판매중,전시안함,12708934491
520,[GREENPET] 더미 상품 520 (그레이/FREE),패션잡화 > 가방 > 크로스백,245850,189,색상,그레이,사이즈,FREE,GREENPET,GRE38873,8865780036915,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,GREENPET 제조사,면세,품절,전시중,12708934554
524,[NAVYFOX] 더미 상품 524 (그레이/M),패션의류 > 아우터 > 패딩,282150,280,색상,그레이,사이즈,M,NAVYFOX,NAV45057,8831613312211,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,국산,NAVYFOX 제조사,과세,품절,전시중,12708934634
525,[GREENPET] 더미 상품 525 (그레이/M),패션의류 > 아우터 > 패딩,162730,267,색상,그레이,사이즈,M,GREENPET,GRE43322,8852594709143,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,베트남,GREENPET 제조사,면세,품절,전시중,12708934693
527,[DIGIPRO] 더미 상품 527 (화이트/L),디지털/가전 > 노트북,153540,136,색상,화이트,사이즈,L,DIGIPRO,DIG76826,8834113725741,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,DIGIPRO 제조사,면세,품절,전시중,12708934786
528,[MOON] 더미 상품 528 (블루/270),반려동물 > 강아지용품 > 사료,103260,280,색상,블루,사이즈,270,MOON,MOO54913,8898274936881,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,베트남,MOON 제조사,과세,판매중,전시중,12708934882
531,[FASHIONLAB] 더미 상품 531 (레드/XL),패션의류 > 하의 > 청바지,71190,110,색상,레드,사이즈,XL,FASHIONLAB,FAS83329,8843905635910,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,중국,FASHIONLAB 제조사,면세,판매중,전시중,12708934963
532,[HOMEPLUS] 더미 상품 532 (블랙/XL),패션의류 > 하의 > 청바지,42770,143,색상,블랙,사이즈,XL,HOMEPLUS,HOM82633,8839659310266,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,HOMEPLUS 제조사,과세,품절,전시중,12708935069
533,[DIGIPRO] 더미 상품 533 (레드/S),패션의류 > 아우터 > 패딩,127810,275,색상,레드,사이즈,S,DIGIPRO,DIG45951,8850635374369,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,DIGIPRO 제조사,과세,품절,전시안함,12708935144
535,[URBANWEAR] 더미 상품 535 (네이비/270),디지털/가전 > 노트북,283640,258,색상,네이비,사이즈,270,URBANWEAR,URB86590,8895184295434,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,독일,URBANWEAR 제조사,면세,품절,전시안함,12708935234
536,[HOMEPLUS] 더미 상품 536 (그레이/S),디지털/가전 > 모니터,13100,235,색상,그레이,사이즈,S,HOMEPLUS,HOM91388,8843760112780,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,HOMEPLUS 제조사,과세,판매중,전시중,12708935320
538,[NAVYFOX] 더미 상품 538 (네이비/270),디지털/가전 > 모니터,249430,31,색상,네이비,사이즈,270,NAVYFOX,NAV25435,8846575484494,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,NAVYFOX 제조사,면세,품절,전시안함,12708935393
543,[URBANWEAR] 더미 상품 543 (레드/S),패션의류 > 상의 > 티셔츠,49820,36,색상,레드,사이즈,S,URBANWEAR,URB20905,8854909493899,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,베트남,URBANWEAR 제조사,과세,판매중,전시안함,12708935498
548,[FASHIONLAB] 더미 상품 548 (화이트/M),패션의류 > 아우터 > 코트,54590,160,색상,화이트,사이즈,M,FASHIONLAB,FAS81873,8876631000563,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,FASHIONLAB 제조사,과세,판매중,전시안함,12708935565
551,[NAVYFOX] 더미 상품 551 (그린/250),패션잡화 > 가방 > 백팩,220750,146,색상,그린,사이즈,250,NAVYFOX,NAV72482,8851258289601,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,NAVYFOX 제조사,면세,판매중,전시중,12708935638
553,[DIGIPRO] 더미 상품 553 (레드/L),패션의류 > 아우터 > 코트,293430,120,색상,레드,사이즈,L,DIGIPRO,DIG54836,8854892143971,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,DIGIPRO 제조사,과세,판매중,전시안함,12708935756
554,[URBANWEAR] 더미 상품 554 (블랙/250),디지털/가전 > 모니터,158020,206,색상,블랙,사이즈,250,URBANWEAR,URB19582,8879672061095,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,URBANWEAR 제조사,과세,품절,전시안함,12708935823
555,[STARLINE] 더미 상품 555 (네이비/250),패션잡화 > 가방 > 크로스백,265430,188,색상,네이비,사이즈,250,STARLINE,STA36008,8829522590550,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,STARLINE 제조사,면세,판매중,전시안함,12708935903
556,[URBANWEAR] 더미 상품 556 (네이비/XL),패션의류 > 아우터 > 패딩,297300,270,색상,네이비,사이즈,XL,URBANWEAR,URB47744,8872635362222,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,베트남,URBANWEAR 제조사,면세,판매중,전시안함,12708936003
557,[MOON] 더미 상품 557 (블루/260),패션잡화 > 가방 > 크로스백,215130,215,색상,블루,사이즈,260,MOON,MOO78590,8869343735538,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,MOON 제조사,과세,판매중,전시안함,12708936100
558,[COOKMASTER] 더미 상품 558 (네이비/270),패션의류 > 상의 > 티셔츠,235920,233,색상,네이비,사이즈,270,COOKMASTER,COO16422,8863173550088,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,COOKMASTER 제조사,과세,품절,전시안함,12708936172
563,[URBANWEAR] 더미 상품 563 (블루/XL),패션의류 > 아우터 > 패딩,288710,117,색상,블루,사이즈,XL,URBANWEAR,URB99690,8855075173843,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,URBANWEAR 제조사,면세,품절,전시중,12708936297
564,[TECHONE] 더미 상품 564 (그레이/S),반려동물 > 강아지용품 > 사료,120160,70,색상,그레이,사이즈,S,TECHONE,TEC16614,8800540346474,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,베트남,TECHONE 제조사,과세,판매중,전시중,12708936372
