행번호,상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
196,195,[HOMEPLUS] 더미 상품 195 (블랙/250),반려동물 > 강아지용품 > 사료,62500,121,색상,블랙,사이즈,250,HOMEPLUS,MDL-0195,880647402892,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 195 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,독일,HOMEPLUS 제조사,과세,판매중,전시중,,12706824726
197,196,[HOMEPLUS] 더미 상품 196 (레드/250),디지털/가전 > 노트북,137000,126,색상,레드,사이즈,250,HOMEPLUS,MDL-0196,880156319499,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 196 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,독일,HOMEPLUS 제조사,면세,판매중,전시안함,,12706824797
198,197,[TECHONE] 더미 상품 197 (블랙/260),반려동물 > 강아지용품 > 사료,93500,135,색상,블랙,사이즈,260,TECHONE,MDL-0197,880470200142,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 197 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 260, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,TECHONE 제조사,면세,판매중,전시중,,12706824864
199,198,[STARLINE] 더미 상품 198 (베이지/FREE),생활/주방 > 주방용품 > 프라이팬,45500,187,색상,베이지,사이즈,FREE,STARLINE,MDL-0198,880180106499,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 198 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: FREE, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,STARLINE 제조사,면세,판매중,전시중,,12706824950
200,199,[STARLINE] 더미 상품 199 (베이지/M),디지털/가전 > 노트북,68500,57,색상,베이지,사이즈,M,STARLINE,MDL-0199,880288854237,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 199 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: M, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,STARLINE 제조사,면세,품절,전시중,,12706825022
201,200,[STARLINE] 더미 상품 200 (네이비/250),패션의류 > 하의 > 청바지,143000,134,색상,네이비,사이즈,250,STARLINE,MDL-0200,880539118970,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 200 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,STARLINE 제조사,면세,판매중,전시중,,12706825100
202,201,[HOMEPLUS] 더미 상품 201 (화이트/S),패션의류 > 상의 > 티셔츠,24500,199,색상,화이트,사이즈,S,HOMEPLUS,MDL-0201,880578005439,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 201 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: S, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,HOMEPLUS 제조사,면세,품절,전시중,,12706825179
203,202,[STARLINE] 더미 상품 202 (블랙/270),디지털/가전 > 노트북,138000,50,색상,블랙,사이즈,270,STARLINE,MDL-0202,880162872673,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 202 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 270, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,베트남,STARLINE 제조사,면세,품절,전시중,,12706825249
204,203,[HOMEPLUS] 더미 상품 203 (레드/270),생활/주방 > 주방용품 > 프라이팬,96000,179,색상,레드,사이즈,270,HOMEPLUS,MDL-0203,880703202787,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 203 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 270, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,중국,HOMEPLUS 제조사,면세,판매중,전시중,,12706825336
205,204,[STARLINE] 더미 상품 204 (화이트/FREE),반려동물 > 강아지용품 > 사료,71500,125,색상,화이트,사이즈,FREE,STARLINE,MDL-0204,880675065046,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 204 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,STARLINE 제조사,과세,판매중,전시안함,,12706825411
206,205,[STARLINE] 더미 상품 205 (그레이/M),패션의류 > 하의 > 청바지,80500,33,색상,그레이,사이즈,M,STARLINE,MDL-0205,880153289894,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 205 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: M, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,베트남,STARLINE 제조사,과세,품절,전시중,,12706825486
207,206,[HOMEPLUS] 더미 상품 206 (네이비/L),디지털/가전 > 모니터,69000,149,색상,네이비,사이즈,L,HOMEPLUS,MDL-0206,880773021588,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 206 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,HOMEPLUS 제조사,과세,품절,전시안함,,12706825552
208,207,[COOKMASTER] 더미 상품 207 (화이트/250),반려동물 > 강아지용품 > 사료,73500,73,색상,화이트,사이즈,250,COOKMASTER,MDL-0207,880316631073,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 207 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,베트남,COOKMASTER 제조사,면세,품절,전시중,,12706825629
209,208,[NAVYFOX] 더미 상품 208 (그레이/270),패션잡화 > 가방 > 백팩,83000,102,색상,그레이,사이즈,270,NAVYFOX,MDL-0208,880128974853,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 208 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 270, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,NAVYFOX 제조사,과세,품절,전시안함,,12706825709
210,209,[COOKMASTER] 더미 상품 209 (그레이/FREE),반려동물 > 강아지용품 > 사료,118000,122,색상,그레이,사이즈,FREE,COOKMASTER,MDL-0209,880601607399,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 209 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,미국,COOKMASTER 제조사,면세,품절,전시안함,,12706825785
211,210,[TECHONE] 더미 상품 210 (네이비/260),패션잡화 > 가방 > 백팩,6500,78,색상,네이비,사이즈,260,TECHONE,MDL-0210,880222599298,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 210 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 260, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,TECHONE 제조사,과세,판매중,전시안함,,12706825910
212,211,[NAVYFOX] 더미 상품 211 (그레이/XL),반려동물 > 강아지용품 > 사료,110000,119,색상,그레이,사이즈,XL,NAVYFOX,MDL-0211,880364182338,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 211 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,독일,NAVYFOX 제조사,면세,품절,전시중,,12706825990
213,212,[HOMEPLUS] 더미 상품 212 (그레이/M),패션의류 > 하의 > 청바지,50000,195,색상,그레이,사이즈,M,HOMEPLUS,MDL-0212,880303276899,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 212 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: M, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,베트남,HOMEPLUS 제조사,면세,판매중,전시중,,12706826064
214,213,[URBANWEAR] 더미 상품 213 (네이비/L),디지털/가전 > 노트북,43000,170,색상,네이비,사이즈,L,URBANWEAR,MDL-0213,880625159671,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 213 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,URBANWEAR 제조사,과세,품절,전시안함,,12706826136
215,214,[GREENPET] 더미 상품 214 (레드/FREE),패션의류 > 상의 > 티셔츠,38000,54,색상,레드,사이즈,FREE,GREENPET,MDL-0214,880211740829,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 214 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: FREE, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,GREENPET 제조사,면세,품절,전시중,,12706826214
216,215,[TECHONE] 더미 상품 215 (레드/S),패션의류 > 하의 > 청바지,90500,55,색상,레드,사이즈,S,TECHONE,MDL-0215,880274530770,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 215 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: S, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,국산,TECHONE 제조사,면세,품절,전시중,,12706826276
217,216,[STARLINE] 더미 상품 216 (네이비/L),생활/주방 > 주방용품 > 프라이팬,143500,198,색상,네이비,사이즈,L,STARLINE,MDL-0216,880995515592,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 216 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,베트남,STARLINE 제조사,면세,판매중,전시안함,,12706826349
218,217,[STARLINE] 더미 상품 217 (화이트/250),디지털/가전 > 모니터,16000,101,색상,화이트,사이즈,250,STARLINE,MDL-0217,880898060482,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 217 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,STARLINE 제조사,과세,판매중,전시중,,12706826420
219,218,[HOMEPLUS] 더미 상품 218 (화이트/S),생활/주방 > 주방용품 > 프라이팬,108000,39,색상,화이트,사이즈,S,HOMEPLUS,MDL-0218,880465240282,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 218 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: S, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,중국,HOMEPLUS 제조사,면세,품절,전시안함,,12706826508
220,219,[MOON] 더미 상품 219 (베이지/M),디지털/가전 > 모니터,107500,133,색상,베이지,사이즈,M,MOON,MDL-0219,880649924613,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 219 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: M, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,국산,MOON 제조사,과세,품절,전시중,,12706826591
221,220,[URBANWEAR] 더미 상품 220 (베이지/XL),생활/주방 > 주방용품 > 프라이팬,121500,196,색상,베이지,사이즈,XL,URBANWEAR,MDL-0220,880877524791,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 220 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,URBANWEAR 제조사,과세,판매중,전시중,,12706826651
222,221,[NAVYFOX] 더미 상품 221 (레드/250),패션의류 > 하의 > 청바지,51000,189,색상,레드,사이즈,250,NAVYFOX,MDL-0221,880456521286,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 221 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,일본,NAVYFOX 제조사,면세,품절,전시중,,12706826723
223,222,[NAVYFOX] 더미 상품 222 (화이트/XL),생활/주방 > 주방용품 > 프라이팬,99500,50,색상,화이트,사이즈,XL,NAVYFOX,MDL-0222,880719382009,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 222 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,NAVYFOX 제조사,과세,판매중,전시안함,,12706826788
224,223,[GREENPET] 더미 상품 223 (네이비/260),패션의류 > 하의 > 청바지,138500,72,색상,네이비,사이즈,260,GREENPET,MDL-0223,880241134954,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 223 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 260, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,GREENPET 제조사,면세,품절,전시안함,,12706826862
