상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,에러타입,에러메시지
597,[FASHIONLAB] 더미 상품 597 (그레이/M),패션의류 > 상의 > 셔츠,246020,283,색상,그레이,사이즈,M,FASHIONLAB,FAS25047,8898900254168,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,일본,FASHIONLAB 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 598: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
598,[STARLINE] 더미 상품 598 (화이트/260),식품 > 과자/간식 > 과자,55390,110,색상,화이트,사이즈,260,STARLINE,STA89780,8858510345663,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,중국,STARLINE 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 599: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
599,[FASHIONLAB] 더미 상품 599 (블루/M),생활/주방 > 생활용품 > 청소도구,170930,86,색상,블루,사이즈,M,FASHIONLAB,FAS51422,8897530371938,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,FASHIONLAB 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 600: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
601,[MOON] 더미 상품 601 (블루/260),디지털/가전 > 마우스,244120,62,색상,블루,사이즈,260,MOON,MOO75924,8881343318182,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,MOON 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 602: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
602,[NAVYFOX] 더미 상품 602 (블루/250),생활/주방 > 주방용품 > 프라이팬,272940,212,색상,블루,사이즈,250,NAVYFOX,NAV20093,8884105812387,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,NAVYFOX 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 603: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
604,[MOON] 더미 상품 604 (베이지/M),생활/주방 > 수납/정리,133910,129,색상,베이지,사이즈,M,MOON,MOO97833,8835598125951,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,MOON 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 605: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 수납/정리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
605,[NAVYFOX] 더미 상품 605 (베이지/M),식품 > 밀키트 > 반조리,20300,286,색상,베이지,사이즈,M,NAVYFOX,NAV87646,8812070810295,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,NAVYFOX 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 606: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
606,[GREENPET] 더미 상품 606 (그레이/XL),패션의류 > 상의 > 셔츠,250440,262,색상,그레이,사이즈,XL,GREENPET,GRE49595,8849284075732,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,일본,GREENPET 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 607: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
607,[URBANWEAR] 더미 상품 607 (화이트/XL),패션의류 > 하의 > 슬랙스,253970,102,색상,화이트,사이즈,XL,URBANWEAR,URB68827,8814654207506,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,URBANWEAR 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 608: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
609,[GREENPET] 더미 상품 609 (그린/250),패션의류 > 하의 > 슬랙스,86980,186,색상,그린,사이즈,250,GREENPET,GRE87169,8852232715649,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,GREENPET 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 610: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
611,[NAVYFOX] 더미 상품 611 (그린/M),디지털/가전 > 키보드,50020,138,색상,그린,사이즈,M,NAVYFOX,NAV46274,8876644711527,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,일본,NAVYFOX 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 612: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
612,[DIGIPRO] 더미 상품 612 (그레이/S),패션의류 > 상의 > 셔츠,116150,224,색상,그레이,사이즈,S,DIGIPRO,DIG17189,8840082622985,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,DIGIPRO 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 613: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
613,[MOON] 더미 상품 613 (화이트/L),식품 > 농산물 > 과일,250910,79,색상,화이트,사이즈,L,MOON,MOO18834,8869421011524,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,일본,MOON 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 614: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
615,[URBANWEAR] 더미 상품 615 (베이지/270),디지털/가전 > 마우스,11170,280,색상,베이지,사이즈,270,URBANWEAR,URB58633,8847706335725,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,URBANWEAR 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 616: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
620,[DIGIPRO] 더미 상품 620 (그린/260),디지털/가전 > 키보드,15300,1,색상,그린,사이즈,260,DIGIPRO,DIG91163,8806125735716,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,국산,DIGIPRO 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 621: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
621,[GREENPET] 더미 상품 621 (네이비/M),식품 > 밀키트 > 반조리,112180,28,색상,네이비,사이즈,M,GREENPET,GRE46327,8826390627112,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,GREENPET 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 622: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
622,[STARLINE] 더미 상품 622 (네이비/XL),디지털/가전 > 키보드,287450,76,색상,네이비,사이즈,XL,STARLINE,STA24508,8861594302564,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,중국,STARLINE 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 623: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
623,[HOMEPLUS] 더미 상품 623 (그린/M),식품 > 과자/간식 > 과자,207050,222,색상,그린,사이즈,M,HOMEPLUS,HOM98729,8843921462829,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,미국,HOMEPLUS 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 624: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
624,[URBANWEAR] 더미 상품 624 (베이지/XL),식품 > 농산물 > 과일,219330,126,색상,베이지,사이즈,XL,URBANWEAR,URB57168,8844963207964,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,URBANWEAR 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 625: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
630,[HOMEPLUS] 더미 상품 630 (베이지/L),생활/주방 > 생활용품 > 청소도구,84140,107,색상,베이지,사이즈,L,HOMEPLUS,HOM15568,8800500873735,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,HOMEPLUS 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 631: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
631,[GREENPET] 더미 상품 631 (블랙/XL),생활/주방 > 주방용품 > 프라이팬,21810,34,색상,블랙,사이즈,XL,GREENPET,GRE62182,8809069131798,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,GREENPET 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 632: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
632,[URBANWEAR] 더미 상품 632 (베이지/S),디지털/가전 > 마우스,273070,300,색상,베이지,사이즈,S,URBANWEAR,URB94930,8890191228811,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,국산,URBANWEAR 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 633: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
633,[STARLINE] 더미 상품 633 (레드/L),생활/주방 > 주방용품 > 프라이팬,111890,35,색상,레드,사이즈,L,STARLINE,STA35709,8829658480621,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,STARLINE 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 634: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
634,[TECHONE] 더미 상품 634 (블랙/250),패션의류 > 상의 > 셔츠,248890,103,색상,블랙,사이즈,250,TECHONE,TEC31438,8898164049789,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,TECHONE 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 635: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
635,[TECHONE] 더미 상품 635 (블랙/270),식품 > 밀키트 > 반조리,138570,71,색상,블랙,사이즈,270,TECHONE,TEC16601,8872100549019,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,TECHONE 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 636: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
